alias	type	keywords	original
f99883008.py	Python script, ASCII text executable	keystore keystore keystore keystore keystore keystore keystore keystore keystore keystore keystore keystore keystore key	/run/media/emil/DATEN/Software/Collected/Windows/gerettete_daten.133/f99883008.py
